district,week_start,week_of_year,lst_celsius,rainfall_mm,ndwi_index,humidity_proxy_pct,population_density,dengue_cases,lst_lag2,rainfall_lag2,ndwi_lag2,humidity_lag2,lst_lag4,rainfall_lag4,ndwi_lag4,humidity_lag4,lst_lag6,rainfall_lag6,ndwi_lag6,humidity_lag6,rainfall_roll4,ndwi_roll4,humidity_roll4,month,is_monsoon_season,is_post_monsoon,cases_lag1,cases_lag4,cases_roll4,target_cases_4wk_ahead
Delhi,2020-08-10,33,28.41,16.67,-0.094,54.9,11335.4,13,30.7,18.44,-0.019,54.9,30.08,20.25,-0.025,54.2,32.89,15.74,-0.054,52.9,17.1825,-0.05575000000000001,54.849999999999994,8,1,0,10.0,11.0,12.25,12.0
Delhi,2020-08-17,34,29.47,12.22,-0.088,54.6,11330.0,13,29.31,17.26,-0.045,55.0,31.39,16.36,-0.065,54.6,33.34,14.69,-0.098,53.6,16.1475,-0.061500000000000006,54.85,8,1,0,13.0,15.0,11.75,12.0
Delhi,2020-08-24,35,28.05,13.15,-0.064,54.2,11334.8,12,28.41,16.67,-0.094,54.9,30.7,18.44,-0.019,54.9,30.08,20.25,-0.025,54.2,14.825,-0.07275000000000001,54.675,8,1,0,13.0,11.0,12.0,10.0
Delhi,2020-08-31,36,26.88,13.95,-0.085,53.6,11337.8,10,29.47,12.22,-0.088,54.6,29.31,17.26,-0.045,55.0,31.39,16.36,-0.065,54.6,13.997499999999999,-0.08275,54.325,8,1,0,12.0,10.0,12.0,10.0
Delhi,2020-09-07,37,25.25,10.99,-0.082,52.9,11336.0,12,28.05,13.15,-0.064,54.2,28.41,16.67,-0.094,54.9,30.7,18.44,-0.019,54.9,12.577499999999999,-0.07975000000000002,53.825,9,1,1,10.0,13.0,11.75,8.0
Delhi,2020-09-14,38,25.45,10.6,-0.1,52.0,11335.4,12,26.88,13.95,-0.085,53.6,29.47,12.22,-0.088,54.6,29.31,17.26,-0.045,55.0,12.1725,-0.08275000000000002,53.175,9,1,1,12.0,13.0,11.5,9.0
Delhi,2020-09-21,39,22.92,8.97,-0.067,51.1,11331.7,10,25.25,10.99,-0.082,52.9,28.05,13.15,-0.064,54.2,28.41,16.67,-0.094,54.9,11.1275,-0.08350000000000002,52.400000000000006,9,1,1,12.0,12.0,11.0,7.0
Delhi,2020-09-28,40,26.04,9.92,-0.12,50.1,11335.7,10,25.45,10.6,-0.1,52.0,26.88,13.95,-0.085,53.6,29.47,12.22,-0.088,54.6,10.12,-0.09225,51.525,9,1,1,10.0,10.0,11.0,7.0
Delhi,2020-10-05,41,22.21,4.57,-0.119,49.1,11336.7,8,22.92,8.97,-0.067,51.1,25.25,10.99,-0.082,52.9,28.05,13.15,-0.064,54.2,8.514999999999999,-0.1015,50.575,10,0,1,10.0,12.0,10.0,8.0
Delhi,2020-10-12,42,21.44,3.2,-0.166,48.1,11349.7,9,26.04,9.92,-0.12,50.1,25.45,10.6,-0.1,52.0,26.88,13.95,-0.085,53.6,6.664999999999999,-0.11800000000000001,49.6,10,0,1,8.0,12.0,9.25,6.0
Delhi,2020-10-19,43,22.5,0.54,-0.177,47.1,11337.7,7,22.21,4.57,-0.119,49.1,22.92,8.97,-0.067,51.1,25.25,10.99,-0.082,52.9,4.557499999999999,-0.14550000000000002,48.60000000000001,10,0,1,9.0,10.0,8.5,6.0
Delhi,2020-10-26,44,24.39,1.21,-0.216,46.2,11338.8,7,21.44,3.2,-0.166,48.1,26.04,9.92,-0.12,50.1,25.45,10.6,-0.1,52.0,2.379999999999999,-0.1695,47.625,10,0,1,7.0,10.0,7.75,5.0
Delhi,2020-11-02,45,21.94,1.73,-0.184,45.3,11345.4,8,22.5,0.54,-0.177,47.1,22.21,4.57,-0.119,49.1,22.92,8.97,-0.067,51.1,1.669999999999999,-0.18575,46.675,11,0,1,7.0,8.0,7.75,5.0
Delhi,2020-11-09,46,20.0,1.83,-0.174,44.5,11337.8,6,24.39,1.21,-0.216,46.2,21.44,3.2,-0.166,48.1,26.04,9.92,-0.12,50.1,1.3274999999999992,-0.18775,45.775000000000006,11,0,1,8.0,9.0,7.0,5.0
Delhi,2020-11-16,47,19.09,0.16,-0.224,43.7,11344.9,6,21.94,1.73,-0.184,45.3,22.5,0.54,-0.177,47.1,22.21,4.57,-0.119,49.1,1.232499999999999,-0.1995,44.925,11,0,1,6.0,7.0,6.75,3.0
Delhi,2020-11-23,48,23.34,2.28,-0.228,43.1,11342.1,5,20.0,1.83,-0.174,44.5,24.39,1.21,-0.216,46.2,21.44,3.2,-0.166,48.1,1.4999999999999991,-0.2025,44.15,11,0,1,6.0,7.0,6.25,4.0
Delhi,2020-11-30,49,20.4,0.0,-0.145,42.5,11348.5,5,19.09,0.16,-0.224,43.7,21.94,1.73,-0.184,45.3,22.5,0.54,-0.177,47.1,1.067499999999999,-0.19275,43.45,11,0,1,5.0,8.0,5.5,6.0
Delhi,2020-12-07,50,21.17,0.0,-0.191,42.0,11335.3,5,23.34,2.28,-0.228,43.1,20.0,1.83,-0.174,44.5,24.39,1.21,-0.216,46.2,0.6099999999999991,-0.197,42.825,12,0,0,5.0,6.0,5.25,4.0
Delhi,2020-12-14,51,22.13,0.0,-0.218,41.6,11342.0,3,20.4,0.0,-0.145,42.5,19.09,0.16,-0.224,43.7,21.94,1.73,-0.184,45.3,0.5699999999999991,-0.1955,42.3,12,0,0,5.0,6.0,4.5,4.0
Delhi,2020-12-21,52,20.96,0.0,-0.108,41.3,11345.5,4,21.17,0.0,-0.191,42.0,23.34,2.28,-0.228,43.1,20.0,1.83,-0.174,44.5,0.0,-0.1655,41.85,12,0,0,3.0,5.0,4.25,3.0
Delhi,2020-12-28,53,21.32,0.0,-0.187,41.0,11336.1,6,22.13,0.0,-0.218,41.6,20.4,0.0,-0.145,42.5,19.09,0.16,-0.224,43.7,0.0,-0.176,41.475,12,0,0,4.0,5.0,4.5,4.0
Delhi,2021-01-04,1,21.7,0.0,-0.237,40.0,11353.5,4,20.96,0.0,-0.108,41.3,21.17,0.0,-0.191,42.0,23.34,2.28,-0.228,43.1,0.0,-0.1875,40.975,1,0,0,6.0,5.0,4.25,3.0
Delhi,2021-01-11,2,24.09,0.99,-0.171,40.1,11345.2,4,21.32,0.0,-0.187,41.0,22.13,0.0,-0.218,41.6,20.4,0.0,-0.145,42.5,0.2474999999999991,-0.17575000000000002,40.6,1,0,0,4.0,3.0,4.5,3.0
Delhi,2021-01-18,3,21.94,0.0,-0.209,40.1,11341.6,3,21.7,0.0,-0.237,40.0,20.96,0.0,-0.108,41.3,21.17,0.0,-0.191,42.0,0.2474999999999991,-0.201,40.3,1,0,0,4.0,4.0,4.25,3.0
Delhi,2021-01-25,4,20.76,0.0,-0.209,40.1,11339.6,4,24.09,0.99,-0.171,40.1,21.32,0.0,-0.187,41.0,22.13,0.0,-0.218,41.6,0.2474999999999991,-0.20650000000000002,40.075,1,0,0,3.0,6.0,3.75,4.0
Delhi,2021-02-01,5,25.84,2.48,-0.153,40.2,11347.5,3,21.94,0.0,-0.209,40.1,21.7,0.0,-0.237,40.0,20.96,0.0,-0.108,41.3,0.867499999999999,-0.1855,40.125,2,0,0,4.0,4.0,3.5,4.0
Delhi,2021-02-08,6,23.67,0.0,-0.185,40.2,11342.5,3,20.76,0.0,-0.209,40.1,24.09,0.99,-0.171,40.1,21.32,0.0,-0.187,41.0,0.6199999999999991,-0.189,40.150000000000006,2,0,0,3.0,4.0,3.25,3.0
Delhi,2021-02-15,7,24.37,1.79,-0.219,40.3,11347.7,3,25.84,2.48,-0.153,40.2,21.94,0.0,-0.209,40.1,21.7,0.0,-0.237,40.0,1.0674999999999992,-0.1915,40.2,2,0,0,3.0,3.0,3.25,4.0
Delhi,2021-02-22,8,26.33,1.21,-0.159,40.4,11339.1,4,23.67,0.0,-0.185,40.2,20.76,0.0,-0.209,40.1,24.09,0.99,-0.171,40.1,1.3699999999999992,-0.17900000000000002,40.275000000000006,2,0,0,3.0,4.0,3.25,5.0
Delhi,2021-03-01,9,28.0,0.1,-0.18,40.6,11357.6,4,24.37,1.79,-0.219,40.3,25.84,2.48,-0.153,40.2,21.94,0.0,-0.209,40.1,0.7749999999999991,-0.18575000000000003,40.375,3,0,0,4.0,3.0,3.5,4.0
Delhi,2021-03-08,10,26.56,2.46,-0.225,40.8,11357.0,3,26.33,1.21,-0.159,40.4,23.67,0.0,-0.185,40.2,20.76,0.0,-0.209,40.1,1.3899999999999992,-0.19575,40.525,3,0,0,4.0,3.0,3.5,5.0
Delhi,2021-03-15,11,27.42,1.81,-0.208,41.0,11352.7,4,28.0,0.1,-0.18,40.6,24.37,1.79,-0.219,40.3,25.84,2.48,-0.153,40.2,1.3949999999999991,-0.193,40.699999999999996,3,0,0,3.0,3.0,3.75,6.0
Delhi,2021-03-22,12,27.07,2.61,-0.227,41.3,11354.6,5,26.56,2.46,-0.225,40.8,26.33,1.21,-0.159,40.4,23.67,0.0,-0.185,40.2,1.7449999999999992,-0.21,40.925,3,0,0,4.0,4.0,4.0,6.0
Delhi,2021-03-29,13,28.18,3.7,-0.145,41.6,11347.3,4,27.42,1.81,-0.208,41.0,28.0,0.1,-0.18,40.6,24.37,1.79,-0.219,40.3,2.644999999999999,-0.20125,41.175,3,0,0,5.0,4.0,4.0,5.0
Delhi,2021-04-05,14,30.02,1.14,-0.207,42.0,11359.7,5,27.07,2.61,-0.227,41.3,26.56,2.46,-0.225,40.8,26.33,1.21,-0.159,40.4,2.314999999999999,-0.19675,41.474999999999994,4,0,0,4.0,3.0,4.5,5.0
Delhi,2021-04-12,15,29.97,0.84,-0.182,42.5,11353.1,6,28.18,3.7,-0.145,41.6,27.42,1.81,-0.208,41.0,28.0,0.1,-0.18,40.6,2.072499999999999,-0.19025,41.849999999999994,4,0,0,5.0,4.0,5.0,6.0
Delhi,2021-04-19,16,31.95,2.41,-0.205,43.1,11350.3,6,30.02,1.14,-0.207,42.0,27.07,2.61,-0.227,41.3,26.56,2.46,-0.225,40.8,2.022499999999999,-0.18475,42.300000000000004,4,0,0,6.0,5.0,5.25,8.0
Delhi,2021-04-26,17,30.74,4.45,-0.231,43.7,11347.7,5,29.97,0.84,-0.182,42.5,28.18,3.7,-0.145,41.6,27.42,1.81,-0.208,41.0,2.209999999999999,-0.20625000000000002,42.825,4,0,0,6.0,4.0,5.5,8.0
Delhi,2021-05-03,18,32.37,4.93,-0.108,44.5,11358.4,5,31.95,2.41,-0.205,43.1,30.02,1.14,-0.207,42.0,27.07,2.61,-0.227,41.3,3.157499999999999,-0.1815,43.45,5,0,0,5.0,5.0,5.5,8.0
Delhi,2021-05-10,19,32.14,2.32,-0.107,45.3,11358.0,6,30.74,4.45,-0.231,43.7,29.97,0.84,-0.182,42.5,28.18,3.7,-0.145,41.6,3.527499999999999,-0.16275,44.15,5,0,0,5.0,6.0,5.5,10.0
Delhi,2021-05-17,20,30.68,5.27,-0.216,46.2,11356.2,8,32.37,4.93,-0.108,44.5,31.95,2.41,-0.205,43.1,30.02,1.14,-0.207,42.0,4.242499999999999,-0.1655,44.925000000000004,5,0,0,6.0,6.0,6.0,8.0
Delhi,2021-05-24,21,32.76,4.79,-0.182,47.1,11362.4,8,32.14,2.32,-0.107,45.3,30.74,4.45,-0.231,43.7,29.97,0.84,-0.182,42.5,4.327499999999999,-0.15325000000000003,45.775,5,0,0,8.0,5.0,6.75,9.0
Delhi,2021-05-31,22,35.23,8.66,-0.112,48.1,11351.6,8,30.68,5.27,-0.216,46.2,32.37,4.93,-0.108,44.5,31.95,2.41,-0.205,43.1,5.259999999999999,-0.15425000000000003,46.675,5,0,0,8.0,5.0,7.5,11.0
Delhi,2021-06-07,23,31.9,12.69,-0.056,49.1,11354.4,10,32.76,4.79,-0.182,47.1,32.14,2.32,-0.107,45.3,30.74,4.45,-0.231,43.7,7.852499999999999,-0.1415,47.625,6,1,0,8.0,6.0,8.5,10.0
Delhi,2021-06-14,24,31.98,13.69,-0.076,50.1,11357.0,8,35.23,8.66,-0.112,48.1,30.68,5.27,-0.216,46.2,32.37,4.93,-0.108,44.5,9.9575,-0.10650000000000001,48.6,6,1,0,10.0,8.0,8.5,12.0
Delhi,2021-06-21,25,30.38,12.69,-0.138,51.1,11356.7,9,31.9,12.69,-0.056,49.1,32.76,4.79,-0.182,47.1,32.14,2.32,-0.107,45.3,11.9325,-0.09550000000000002,49.6,6,1,0,8.0,8.0,8.75,11.0
Delhi,2021-06-28,26,31.54,17.55,-0.062,52.0,11356.5,11,31.98,13.69,-0.076,50.1,35.23,8.66,-0.112,48.1,30.68,5.27,-0.216,46.2,14.154999999999998,-0.08300000000000002,50.575,6,1,0,9.0,8.0,9.5,9.0
Delhi,2021-07-05,27,31.71,20.73,0.035,52.9,11352.9,10,30.38,12.69,-0.138,51.1,31.9,12.69,-0.056,49.1,32.76,4.79,-0.182,47.1,16.165,-0.06025000000000002,51.525,7,1,0,11.0,10.0,9.5,13.0
Delhi,2021-07-12,28,33.19,17.89,-0.004,53.6,11358.0,12,31.54,17.55,-0.062,52.0,31.98,13.69,-0.076,50.1,35.23,8.66,-0.112,48.1,17.215,-0.04225000000000002,52.4,7,1,0,10.0,8.0,10.5,13.0
Delhi,2021-07-19,29,31.6,17.74,-0.021,54.2,11353.6,11,31.71,20.73,0.035,52.9,30.38,12.69,-0.138,51.1,31.9,12.69,-0.056,49.1,18.4775,-0.013000000000000013,53.175,7,1,0,12.0,9.0,11.0,11.0
Delhi,2021-07-26,30,31.59,16.41,-0.033,54.6,11367.1,9,33.19,17.89,-0.004,53.6,31.54,17.55,-0.062,52.0,31.98,13.69,-0.076,50.1,18.1925,-0.005750000000000014,53.825,7,1,0,11.0,11.0,10.5,12.0
Delhi,2021-08-02,31,31.4,13.51,-0.014,54.9,11361.5,13,31.6,17.74,-0.021,54.2,31.71,20.73,0.035,52.9,30.38,12.69,-0.138,51.1,16.387499999999996,-0.018000000000000016,54.325,8,1,0,9.0,10.0,11.25,12.0
Delhi,2021-08-09,32,31.55,14.3,-0.108,55.0,11366.5,13,31.59,16.41,-0.033,54.6,33.19,17.89,-0.004,53.6,31.54,17.55,-0.062,52.0,15.489999999999997,-0.04400000000000001,54.675,8,1,0,13.0,12.0,11.5,13.0
Delhi,2021-08-16,33,31.61,12.59,-0.083,54.9,11364.4,11,31.4,13.51,-0.014,54.9,31.6,17.74,-0.021,54.2,31.71,20.73,0.035,52.9,14.202499999999999,-0.05950000000000002,54.85,8,1,0,13.0,11.0,11.5,12.0
Delhi,2021-08-23,34,28.57,17.27,-0.062,54.6,11361.5,12,31.55,14.3,-0.108,55.0,31.59,16.41,-0.033,54.6,33.19,17.89,-0.004,53.6,14.417499999999997,-0.06675000000000002,54.849999999999994,8,1,0,11.0,9.0,12.25,12.0
Delhi,2021-08-30,35,26.7,15.17,-0.048,54.2,11358.0,12,31.61,12.59,-0.083,54.9,31.4,13.51,-0.014,54.9,31.6,17.74,-0.021,54.2,14.832499999999998,-0.07525000000000001,54.675000000000004,8,1,0,12.0,13.0,12.0,22.0
Delhi,2021-09-06,36,28.15,13.82,-0.081,53.6,11360.4,13,28.57,17.27,-0.062,54.6,31.55,14.3,-0.108,55.0,31.59,16.41,-0.033,54.6,14.712499999999999,-0.06850000000000002,54.324999999999996,9,1,1,12.0,13.0,12.0,9.0
Delhi,2021-09-13,37,25.79,12.5,-0.11,52.9,11358.6,12,26.7,15.17,-0.048,54.2,31.61,12.59,-0.083,54.9,31.4,13.51,-0.014,54.9,14.689999999999998,-0.07525000000000001,53.825,9,1,1,13.0,11.0,12.25,8.0
Delhi,2021-09-20,38,26.59,6.43,-0.134,52.0,11359.8,12,28.15,13.82,-0.081,53.6,28.57,17.27,-0.062,54.6,31.55,14.3,-0.108,55.0,11.979999999999999,-0.09325000000000001,53.175,9,1,1,12.0,12.0,12.25,8.0
Delhi,2021-09-27,39,25.05,3.68,-0.118,51.1,11364.1,22,25.79,12.5,-0.11,52.9,26.7,15.17,-0.048,54.2,31.61,12.59,-0.083,54.9,9.107499999999998,-0.11075000000000002,52.4,9,1,1,12.0,12.0,14.75,8.0
Delhi,2021-10-04,40,25.36,7.08,-0.167,50.1,11360.4,9,26.59,6.43,-0.134,52.0,28.15,13.82,-0.081,53.6,28.57,17.27,-0.062,54.6,7.422499999999998,-0.13225,51.525000000000006,10,0,1,22.0,13.0,13.75,7.0
Delhi,2021-10-11,41,21.94,4.06,-0.127,49.1,11365.0,8,25.05,3.68,-0.118,51.1,25.79,12.5,-0.11,52.9,26.7,15.17,-0.048,54.2,5.312499999999997,-0.1365,50.575,10,0,1,9.0,12.0,12.75,6.0
Delhi,2021-10-18,42,22.61,4.81,-0.108,48.1,11362.4,8,25.36,7.08,-0.167,50.1,26.59,6.43,-0.134,52.0,28.15,13.82,-0.081,53.6,4.907499999999998,-0.13,49.6,10,0,1,8.0,12.0,11.75,6.0
Delhi,2021-10-25,43,21.21,0.66,-0.224,47.1,11357.8,8,21.94,4.06,-0.127,49.1,25.05,3.68,-0.118,51.1,25.79,12.5,-0.11,52.9,4.152499999999998,-0.15650000000000003,48.6,10,0,1,8.0,22.0,8.25,6.0
Delhi,2021-11-01,44,20.81,1.59,-0.227,46.2,11354.6,7,22.61,4.81,-0.108,48.1,25.36,7.08,-0.167,50.1,26.59,6.43,-0.134,52.0,2.779999999999998,-0.1715,47.62500000000001,11,0,1,8.0,9.0,7.75,5.0
Delhi,2021-11-08,45,18.79,3.21,-0.171,45.3,11364.9,6,21.21,0.66,-0.224,47.1,21.94,4.06,-0.127,49.1,25.05,3.68,-0.118,51.1,2.567499999999998,-0.1825,46.675,11,0,1,7.0,8.0,7.25,3.0
Delhi,2021-11-15,46,22.98,2.56,-0.215,44.5,11367.6,6,20.81,1.59,-0.227,46.2,22.61,4.81,-0.108,48.1,25.36,7.08,-0.167,50.1,2.004999999999998,-0.20925000000000002,45.775,11,0,1,6.0,8.0,6.75,6.0
Delhi,2021-11-22,47,21.11,0.0,-0.216,43.7,11364.0,6,18.79,3.21,-0.171,45.3,21.21,0.66,-0.224,47.1,21.94,4.06,-0.127,49.1,1.839999999999998,-0.20725000000000002,44.925000000000004,11,0,1,6.0,8.0,6.25,5.0
Delhi,2021-11-29,48,20.68,3.78,-0.169,43.1,11363.4,5,22.98,2.56,-0.215,44.5,20.81,1.59,-0.227,46.2,22.61,4.81,-0.108,48.1,2.3874999999999984,-0.19275000000000003,44.15,11,0,1,6.0,7.0,5.75,3.0
Delhi,2021-12-06,49,22.06,2.13,-0.178,42.5,11370.7,3,21.11,0.0,-0.216,43.7,18.79,3.21,-0.171,45.3,21.21,0.66,-0.224,47.1,2.117499999999998,-0.1945,43.45,12,0,0,5.0,6.0,5.0,4.0
Delhi,2021-12-13,50,21.26,0.0,-0.201,42.0,11370.4,6,20.68,3.78,-0.169,43.1,22.98,2.56,-0.215,44.5,20.81,1.59,-0.227,46.2,1.477499999999998,-0.19100000000000003,42.825,12,0,0,3.0,6.0,5.0,5.0
Delhi,2021-12-20,51,21.49,1.55,-0.196,41.6,11359.9,5,22.06,2.13,-0.178,42.5,21.11,0.0,-0.216,43.7,18.79,3.21,-0.171,45.3,1.8649999999999982,-0.186,42.3,12,0,0,6.0,6.0,4.75,4.0
Delhi,2021-12-27,52,22.99,2.52,-0.219,41.3,11365.3,3,21.26,0.0,-0.201,42.0,20.68,3.78,-0.169,43.1,22.98,2.56,-0.215,44.5,1.5499999999999983,-0.1985,41.85,12,0,0,5.0,5.0,4.25,5.0
Delhi,2022-01-03,1,21.04,0.0,-0.205,40.0,11373.1,4,21.49,1.55,-0.196,41.6,22.06,2.13,-0.178,42.5,21.11,0.0,-0.216,43.7,1.0174999999999983,-0.20525000000000002,41.225,1,0,0,3.0,3.0,4.5,4.0
Delhi,2022-01-10,2,21.74,2.55,-0.191,40.1,11361.9,5,22.99,2.52,-0.219,41.3,21.26,0.0,-0.201,42.0,20.68,3.78,-0.169,43.1,1.6549999999999983,-0.20275,40.75,1,0,0,4.0,6.0,4.25,3.0
Delhi,2022-01-17,3,22.68,4.58,-0.175,40.1,11372.9,4,21.04,0.0,-0.205,40.0,21.49,1.55,-0.196,41.6,22.06,2.13,-0.178,42.5,2.4124999999999983,-0.1975,40.375,1,0,0,5.0,5.0,4.0,3.0
Delhi,2022-01-24,4,20.17,0.0,-0.212,40.1,11375.0,5,21.74,2.55,-0.191,40.1,22.99,2.52,-0.219,41.3,21.26,0.0,-0.201,42.0,1.7824999999999982,-0.19575,40.075,1,0,0,4.0,3.0,4.5,3.0
Delhi,2022-01-31,5,24.52,3.69,-0.164,40.2,11363.3,4,22.68,4.58,-0.175,40.1,21.04,0.0,-0.205,40.0,21.49,1.55,-0.196,41.6,2.7049999999999983,-0.18550000000000003,40.125,1,0,0,5.0,4.0,4.5,2.0
Delhi,2022-02-07,6,24.52,0.0,-0.172,40.2,11366.5,3,20.17,0.0,-0.212,40.1,21.74,2.55,-0.191,40.1,22.99,2.52,-0.219,41.3,2.067499999999998,-0.18075,40.150000000000006,2,0,0,4.0,5.0,4.0,2.0
Delhi,2022-02-14,7,27.15,0.0,-0.151,40.3,11370.2,3,24.52,3.69,-0.164,40.2,22.68,4.58,-0.175,40.1,21.04,0.0,-0.205,40.0,0.9224999999999982,-0.17475000000000002,40.2,2,0,0,3.0,4.0,3.75,3.0
Delhi,2022-02-21,8,28.32,0.47,-0.177,40.4,11373.0,3,24.52,0.0,-0.172,40.2,20.17,0.0,-0.212,40.1,21.74,2.55,-0.191,40.1,1.0399999999999983,-0.166,40.275,2,0,0,3.0,5.0,3.25,4.0
Delhi,2022-02-28,9,27.46,4.68,-0.182,40.6,11363.9,2,27.15,0.0,-0.151,40.3,24.52,3.69,-0.164,40.2,22.68,4.58,-0.175,40.1,1.2874999999999983,-0.17049999999999998,40.375,2,0,0,3.0,4.0,2.75,6.0
Delhi,2022-03-07,10,28.09,0.58,-0.211,40.8,11367.5,2,28.32,0.47,-0.177,40.4,24.52,0.0,-0.172,40.2,20.17,0.0,-0.212,40.1,1.4324999999999983,-0.18025000000000002,40.525,3,0,0,2.0,3.0,2.5,4.0
Delhi,2022-03-14,11,27.12,0.0,-0.187,41.0,11372.6,3,27.46,4.68,-0.182,40.6,27.15,0.0,-0.151,40.3,24.52,3.69,-0.164,40.2,1.4324999999999983,-0.18925,40.7,3,0,0,2.0,3.0,2.5,5.0
Delhi,2022-03-21,12,28.0,0.0,-0.25,41.3,11367.2,4,28.09,0.58,-0.211,40.8,28.32,0.47,-0.177,40.4,24.52,0.0,-0.172,40.2,1.3149999999999984,-0.20750000000000002,40.925,3,0,0,3.0,3.0,2.75,4.0
Delhi,2022-03-28,13,30.01,0.64,-0.156,41.6,11380.3,6,27.12,0.0,-0.187,41.0,27.46,4.68,-0.182,40.6,27.15,0.0,-0.151,40.3,0.30499999999999844,-0.201,41.175,3,0,0,4.0,2.0,3.75,7.0
Delhi,2022-04-04,14,29.76,0.51,-0.194,42.0,11375.0,4,28.0,0.0,-0.25,41.3,28.09,0.58,-0.211,40.8,28.32,0.47,-0.177,40.4,0.2874999999999984,-0.19675,41.475,4,0,0,6.0,2.0,4.25,6.0
Delhi,2022-04-11,15,31.18,0.92,-0.141,42.5,11371.1,5,30.01,0.64,-0.156,41.6,27.12,0.0,-0.187,41.0,27.46,4.68,-0.182,40.6,0.5174999999999985,-0.18525,41.85,4,0,0,4.0,3.0,4.75,7.0
Delhi,2022-04-18,16,31.66,6.68,-0.179,43.1,11365.3,4,29.76,0.51,-0.194,42.0,28.0,0.0,-0.25,41.3,28.09,0.58,-0.211,40.8,2.1874999999999982,-0.16749999999999998,42.3,4,0,0,5.0,4.0,4.75,8.0
Delhi,2022-04-25,17,31.08,1.4,-0.136,43.7,11378.0,7,31.18,0.92,-0.141,42.5,30.01,0.64,-0.156,41.6,27.12,0.0,-0.187,41.0,2.377499999999998,-0.16250000000000003,42.825,4,0,0,4.0,6.0,5.0,8.0
Delhi,2022-05-02,18,30.21,9.66,-0.165,44.5,11372.5,6,31.66,6.68,-0.179,43.1,29.76,0.51,-0.194,42.0,28.0,0.0,-0.25,41.3,4.664999999999998,-0.15525,43.45,5,0,0,7.0,4.0,5.5,9.0
Delhi,2022-05-09,19,31.54,2.51,-0.145,45.3,11374.6,7,31.08,1.4,-0.136,43.7,31.18,0.92,-0.141,42.5,30.01,0.64,-0.156,41.6,5.062499999999998,-0.15625,44.150000000000006,5,0,0,6.0,5.0,6.0,10.0
Delhi,2022-05-16,20,31.67,5.56,-0.112,46.2,11375.5,8,30.21,9.66,-0.165,44.5,31.66,6.68,-0.179,43.1,29.76,0.51,-0.194,42.0,4.782499999999998,-0.1395,44.925,5,0,0,7.0,4.0,7.0,8.0
Delhi,2022-05-23,21,35.71,3.47,-0.129,47.1,11371.2,8,31.54,2.51,-0.145,45.3,31.08,1.4,-0.136,43.7,31.18,0.92,-0.141,42.5,5.299999999999999,-0.13775,45.775,5,0,0,8.0,7.0,7.25,11.0
Delhi,2022-05-30,22,35.15,9.11,-0.159,48.1,11376.3,9,31.67,5.56,-0.112,46.2,30.21,9.66,-0.165,44.5,31.66,6.68,-0.179,43.1,5.162499999999998,-0.13625,46.675,5,0,0,8.0,6.0,8.0,12.0
Delhi,2022-06-06,23,36.3,10.97,-0.083,49.1,11365.2,10,35.71,3.47,-0.129,47.1,31.54,2.51,-0.145,45.3,31.08,1.4,-0.136,43.7,7.277499999999998,-0.12075,47.625,6,1,0,9.0,7.0,8.75,13.0
Delhi,2022-06-13,24,31.76,11.02,-0.09,50.1,11373.5,8,35.15,9.11,-0.159,48.1,31.67,5.56,-0.112,46.2,30.21,9.66,-0.165,44.5,8.642499999999998,-0.11525,48.6,6,1,0,10.0,8.0,8.75,12.0
Delhi,2022-06-20,25,32.17,15.09,-0.063,51.1,11382.9,11,36.3,10.97,-0.083,49.1,35.71,3.47,-0.129,47.1,31.54,2.51,-0.145,45.3,11.547499999999998,-0.09875,49.6,6,1,0,8.0,8.0,9.5,31.0
Delhi,2022-06-27,26,31.18,10.89,-0.066,52.0,11377.4,12,31.76,11.02,-0.09,50.1,35.15,9.11,-0.159,48.1,31.67,5.56,-0.112,46.2,11.992499999999998,-0.0755,50.575,6,1,0,11.0,9.0,10.25,12.0
Delhi,2022-07-04,27,30.03,18.41,-0.067,52.9,11372.8,13,32.17,15.09,-0.063,51.1,36.3,10.97,-0.083,49.1,35.71,3.47,-0.129,47.1,13.8525,-0.0715,51.525,7,1,0,12.0,10.0,11.0,11.0
Delhi,2022-07-11,28,30.56,14.69,-0.041,53.6,11385.7,12,31.18,10.89,-0.066,52.0,31.76,11.02,-0.09,50.1,35.15,9.11,-0.159,48.1,14.769999999999998,-0.059250000000000004,52.4,7,1,0,13.0,8.0,12.0,10.0
Delhi,2022-07-18,29,30.52,20.81,-0.0,54.2,11380.2,31,30.03,18.41,-0.067,52.9,32.17,15.09,-0.063,51.1,36.3,10.97,-0.083,49.1,16.2,-0.0435,53.175000000000004,7,1,0,12.0,11.0,17.0,12.0
Delhi,2022-07-25,30,31.68,20.4,0.019,54.6,11376.1,12,30.56,14.69,-0.041,53.6,31.18,10.89,-0.066,52.0,31.76,11.02,-0.09,50.1,18.5775,-0.022250000000000002,53.825,7,1,0,31.0,12.0,17.0,13.0
Delhi,2022-08-01,31,29.97,11.68,-0.088,54.9,11378.5,11,30.52,20.81,-0.0,54.2,30.03,18.41,-0.067,52.9,32.17,15.09,-0.063,51.1,16.894999999999996,-0.0275,54.325,8,1,0,12.0,13.0,16.5,13.0
