district,week_start,week_of_year,lst_celsius,rainfall_mm,ndwi_index,humidity_proxy_pct,population_density,dengue_cases
Chennai,2021-01-11,2,23.57,1.54,-0.158,40.1,27000.7,4
Chennai,2021-01-18,3,24.42,3.57,-0.153,40.1,27013.5,4
Chennai,2021-01-25,4,25.41,0.0,-0.109,40.1,27017.8,5
Chennai,2021-02-01,5,24.86,2.88,-0.201,40.2,27015.8,3
Chennai,2021-02-08,6,25.01,4.29,-0.18,40.2,27009.3,3
Chennai,2021-02-15,7,27.13,0.55,-0.21,40.3,27006.0,3
Chennai,2021-02-22,8,26.16,0.0,-0.161,40.4,27021.3,5
Chennai,2021-03-01,9,28.53,6.08,-0.199,40.6,27019.0,5
Chennai,2021-03-08,10,27.71,0.33,-0.131,40.8,27022.9,4
Chennai,2021-03-15,11,29.32,0.27,-0.203,41.0,27013.4,4
Chennai,2021-03-22,12,28.03,0.0,-0.229,41.3,27020.8,5
Chennai,2021-03-29,13,30.36,0.0,-0.247,41.6,27013.2,6
Chennai,2021-04-05,14,30.87,3.37,-0.169,42.0,27024.2,4
Chennai,2021-04-12,15,30.99,3.23,-0.124,42.5,27028.8,5
Chennai,2021-04-19,16,34.8,6.07,-0.239,43.1,27016.7,6
Chennai,2021-04-26,17,34.48,0.16,-0.144,43.7,27028.7,7
Chennai,2021-05-03,18,34.43,1.35,-0.208,44.5,27025.6,8
Chennai,2021-05-10,19,36.11,7.33,-0.118,45.3,27024.5,8
Chennai,2021-05-17,20,33.16,3.24,-0.161,46.2,27026.2,8
Chennai,2021-05-24,21,32.88,10.42,-0.139,47.1,27033.3,10
Chennai,2021-05-31,22,31.68,9.41,-0.107,48.1,27027.4,11
Chennai,2021-06-07,23,35.22,13.85,-0.077,49.1,27024.0,10
Chennai,2021-06-14,24,34.02,17.3,-0.037,50.1,27037.3,9
Chennai,2021-06-21,25,36.39,6.97,-0.137,51.1,27037.8,11
Chennai,2021-06-28,26,35.65,28.34,-0.007,52.0,27032.0,11
Chennai,2021-07-05,27,34.9,20.99,0.008,52.9,27041.2,11
Chennai,2021-07-12,28,34.84,21.61,-0.057,53.6,27029.8,12
Chennai,2021-07-19,29,33.1,26.76,0.034,54.2,27034.9,13
Chennai,2021-07-26,30,32.89,22.38,-0.024,54.6,27040.1,14
Chennai,2021-08-02,31,31.68,17.94,-0.079,54.9,27034.0,13
Chennai,2021-08-09,32,30.69,17.93,-0.024,55.0,27038.3,15
Chennai,2021-08-16,33,30.36,16.29,-0.044,54.9,27041.3,14
Chennai,2021-08-23,34,30.26,17.3,-0.018,54.6,27037.0,14
Chennai,2021-08-30,35,30.34,15.13,-0.074,54.2,27035.5,13
Chennai,2021-09-06,36,31.97,13.75,0.006,53.6,27036.3,14
Chennai,2021-09-13,37,26.36,13.09,-0.071,52.9,27039.2,9
Chennai,2021-09-20,38,25.94,19.66,-0.031,52.0,27044.9,10
Chennai,2021-09-27,39,26.89,3.16,-0.175,51.1,27045.3,12
Chennai,2021-10-04,40,25.76,3.55,-0.189,50.1,27042.4,12
Chennai,2021-10-11,41,25.18,4.65,-0.147,49.1,27047.0,13
Chennai,2021-10-18,42,25.75,7.68,-0.101,48.1,27049.9,9
Chennai,2021-10-25,43,22.92,8.96,-0.138,47.1,27048.9,9
Chennai,2021-11-01,44,24.1,6.12,-0.098,46.2,27061.5,7
Chennai,2021-11-08,45,23.5,2.11,-0.089,45.3,27060.1,7
Chennai,2021-11-15,46,21.98,0.0,-0.234,44.5,27053.1,7
Chennai,2021-11-22,47,22.28,0.0,-0.188,43.7,27056.7,6
Chennai,2021-11-29,48,23.63,0.85,-0.166,43.1,27060.9,5
Chennai,2021-12-06,49,23.63,0.6,-0.193,42.5,27056.1,5
Chennai,2021-12-13,50,24.08,0.0,-0.178,42.0,27062.2,5
Chennai,2021-12-20,51,25.25,0.93,-0.154,41.6,27062.5,5
Chennai,2021-12-27,52,23.66,4.36,-0.194,41.3,27058.9,4
Chennai,2022-01-03,1,22.72,0.0,-0.163,40.0,27064.7,4
Chennai,2022-01-10,2,23.86,0.0,-0.203,40.1,27063.4,4
Chennai,2022-01-17,3,25.81,0.0,-0.209,40.1,27064.4,4
Chennai,2022-01-24,4,23.8,3.17,-0.207,40.1,27069.4,4
Chennai,2022-01-31,5,24.41,0.0,-0.226,40.2,27065.6,4
Chennai,2022-02-07,6,26.21,0.0,-0.224,40.2,27069.8,3
Chennai,2022-02-14,7,24.77,0.67,-0.233,40.3,27068.0,3
Chennai,2022-02-21,8,29.29,0.93,-0.136,40.4,27065.3,2
Chennai,2022-02-28,9,29.15,0.0,-0.164,40.6,27063.0,3
Chennai,2022-03-07,10,29.03,0.0,-0.158,40.8,27059.4,6
Chennai,2022-03-14,11,27.74,0.0,-0.241,41.0,27071.6,4
Chennai,2022-03-21,12,30.47,0.0,-0.22,41.3,27067.2,5
Chennai,2022-03-28,13,30.22,0.0,-0.202,41.6,27088.3,6
Chennai,2022-04-04,14,33.86,0.0,-0.199,42.0,27071.5,6
Chennai,2022-04-11,15,33.25,0.0,-0.191,42.5,27074.2,7
Chennai,2022-04-18,16,31.35,3.14,-0.128,43.1,27075.2,7
Chennai,2022-04-25,17,34.83,0.0,-0.183,43.7,27075.7,8
Chennai,2022-05-02,18,33.16,2.2,-0.235,44.5,27086.8,9
Chennai,2022-05-09,19,33.76,11.0,-0.123,45.3,27078.8,9
Chennai,2022-05-16,20,37.03,9.09,-0.127,46.2,27088.9,8
Chennai,2022-05-23,21,34.04,5.2,-0.151,47.1,27079.1,11
Chennai,2022-05-30,22,34.78,8.78,-0.136,48.1,27076.3,10
Chennai,2022-06-06,23,34.77,17.07,-0.083,49.1,27084.5,11
Chennai,2022-06-13,24,36.38,13.82,-0.073,50.1,27095.7,11
Chennai,2022-06-20,25,33.56,16.59,-0.005,51.1,27089.1,12
Chennai,2022-06-27,26,33.26,18.43,-0.02,52.0,27084.7,12
Chennai,2022-07-04,27,34.63,19.39,-0.1,52.9,27089.2,11
Chennai,2022-07-11,28,35.74,18.23,-0.056,53.6,27086.2,11
Chennai,2022-07-18,29,33.22,23.19,-0.053,54.2,27095.3,15
Chennai,2022-07-25,30,33.1,19.06,0.001,54.6,27095.8,12
Chennai,2022-08-01,31,32.36,17.05,-0.07,54.9,27095.0,14
Chennai,2022-08-08,32,31.14,23.33,0.009,55.0,27090.8,14
Chennai,2022-08-15,33,32.93,18.64,0.004,54.9,27082.3,14
Chennai,2022-08-22,34,30.59,19.08,-0.058,54.6,27102.6,14
Chennai,2022-08-29,35,30.24,15.87,-0.067,54.2,27091.0,12
Chennai,2022-09-05,36,29.33,18.54,-0.043,53.6,27093.4,11
Chennai,2022-09-12,37,27.85,17.86,-0.018,52.9,27099.9,13
Chennai,2022-09-19,38,28.38,11.39,-0.067,52.0,27103.8,12
Chennai,2022-09-26,39,26.53,13.09,-0.045,51.1,27095.3,12
Chennai,2022-10-03,40,24.8,8.16,-0.12,50.1,27104.8,12
Chennai,2022-10-10,41,25.58,4.82,-0.144,49.1,27113.6,11
Chennai,2022-10-17,42,27.33,3.03,-0.21,48.1,27106.2,11
Chennai,2022-10-24,43,25.61,4.12,-0.203,47.1,27106.5,9
Chennai,2022-10-31,44,24.23,0.71,-0.193,46.2,27101.7,8
Chennai,2022-11-07,45,24.59,0.0,-0.224,45.3,27117.2,7
Chennai,2022-11-14,46,23.44,6.9,-0.16,44.5,27107.8,7
Chennai,2022-11-21,47,23.91,2.13,-0.141,43.7,27110.0,8
Chennai,2022-11-28,48,25.01,0.0,-0.239,43.1,27095.4,7
Chennai,2022-12-05,49,25.21,0.14,-0.233,42.5,27113.5,5
Chennai,2022-12-12,50,23.47,0.0,-0.224,42.0,27114.2,7
Chennai,2022-12-19,51,22.42,1.63,-0.156,41.6,27119.1,5
Chennai,2022-12-26,52,22.34,0.47,-0.183,41.3,27112.0,26
Chennai,2023-01-02,1,25.7,0.0,-0.181,40.0,27114.1,4
Chennai,2023-01-09,2,22.5,0.0,-0.217,40.1,27113.8,3
Chennai,2023-01-16,3,25.96,0.0,-0.253,40.1,27128.1,3
Chennai,2023-01-23,4,24.77,5.36,-0.193,40.1,27119.8,3
Chennai,2023-01-30,5,24.89,2.29,-0.123,40.2,27119.2,2
Chennai,2023-02-06,6,26.89,2.46,-0.164,40.2,27120.9,3
Chennai,2023-02-13,7,27.95,1.56,-0.188,40.3,27120.4,4
Chennai,2023-02-20,8,25.04,0.0,-0.15,40.4,27119.6,3
Chennai,2023-02-27,9,26.56,0.0,-0.199,40.6,27120.5,3
Chennai,2023-03-06,10,27.99,0.0,-0.197,40.8,27122.5,4
Chennai,2023-03-13,11,30.85,0.0,-0.247,41.0,27125.5,5
Chennai,2023-03-20,12,29.56,2.92,-0.127,41.3,27137.4,5
Chennai,2023-03-27,13,32.69,0.0,-0.149,41.6,27127.7,3
Chennai,2023-04-03,14,29.99,3.48,-0.156,42.0,27122.0,6
Chennai,2023-04-10,15,34.08,3.61,-0.143,42.5,27129.2,6
Chennai,2023-04-17,16,33.3,0.0,-0.23,43.1,27128.9,7
Chennai,2023-04-24,17,32.21,5.82,-0.207,43.7,27134.4,8
Chennai,2023-05-01,18,34.93,6.89,-0.149,44.5,27139.0,8
Chennai,2023-05-08,19,34.32,5.41,-0.132,45.3,27138.8,8
Chennai,2023-05-15,20,33.79,5.61,-0.129,46.2,27130.9,9
Chennai,2023-05-22,21,37.47,10.02,-0.059,47.1,27128.5,9
Chennai,2023-05-29,22,33.67,12.84,-0.119,48.1,27141.3,10
Chennai,2023-06-05,23,32.25,12.44,-0.07,49.1,27143.9,10
Chennai,2023-06-12,24,33.25,19.09,-0.039,50.1,27134.5,12
Chennai,2023-06-19,25,35.95,18.38,-0.022,51.1,27140.3,12
Chennai,2023-06-26,26,35.17,16.95,-0.005,52.0,27140.1,12
Chennai,2023-07-03,27,34.72,16.12,-0.122,52.9,27145.0,11
Chennai,2023-07-10,28,35.41,22.47,0.018,53.6,27146.8,12
Chennai,2023-07-17,29,32.98,27.68,0.04,54.2,27144.0,13
Chennai,2023-07-24,30,32.93,23.38,0.018,54.6,27141.1,12
Chennai,2023-07-31,31,34.57,19.03,-0.078,54.9,27146.2,12
Chennai,2023-08-07,32,31.09,22.43,-0.005,55.0,27153.7,16
Chennai,2023-08-14,33,31.93,27.7,0.038,54.9,27149.8,13
Chennai,2023-08-21,34,29.62,22.2,0.017,54.6,27153.9,16
Chennai,2023-08-28,35,31.42,19.15,-0.054,54.2,27148.1,13
Chennai,2023-09-04,36,26.89,15.12,-0.084,53.6,27143.4,14
Chennai,2023-09-11,37,27.4,16.52,-0.076,52.9,27158.1,15
Chennai,2023-09-18,38,28.92,12.84,-0.047,52.0,27153.4,13
Chennai,2023-09-25,39,28.24,11.41,-0.088,51.1,27155.3,13
Chennai,2023-10-02,40,25.84,3.21,-0.143,50.1,27158.2,10
Chennai,2023-10-09,41,25.46,2.2,-0.144,49.1,27149.7,11
Chennai,2023-10-16,42,26.01,8.58,-0.078,48.1,27156.6,10
Chennai,2023-10-23,43,23.98,8.89,-0.121,47.1,27153.7,9
Chennai,2023-10-30,44,22.94,2.14,-0.136,46.2,27158.6,8
Chennai,2023-11-06,45,23.72,3.79,-0.156,45.3,27165.8,7
Chennai,2023-11-13,46,23.39,0.65,-0.15,44.5,27165.2,8
Chennai,2023-11-20,47,22.64,0.0,-0.196,43.7,27163.3,7
Chennai,2023-11-27,48,21.43,6.47,-0.165,43.1,27159.6,4
Chennai,2023-12-04,49,24.27,6.64,-0.122,42.5,27162.6,5
Chennai,2023-12-11,50,22.51,0.0,-0.185,42.0,27167.9,4
Chennai,2023-12-18,51,24.45,0.0,-0.178,41.6,27162.2,5
Chennai,2023-12-25,52,23.25,1.62,-0.191,41.3,27172.4,4
Kochi,2019-01-07,2,22.47,0.0,-0.216,40.1,6334.8,4
Kochi,2019-01-14,3,26.0,1.56,-0.167,40.1,6333.8,4
Kochi,2019-01-21,4,22.06,10.73,-0.074,40.1,6337.1,4
Kochi,2019-01-28,5,23.82,3.54,-0.13,40.2,6343.3,4
Kochi,2019-02-04,6,26.54,6.17,-0.166,40.2,6335.6,2
Kochi,2019-02-11,7,28.26,0.0,-0.166,40.3,6345.2,3
Kochi,2019-02-18,8,25.11,2.23,-0.213,40.4,6337.0,5
Kochi,2019-02-25,9,27.83,9.39,-0.095,40.6,6345.7,2
Kochi,2019-03-04,10,29.1,0.0,-0.188,40.8,6339.3,3
Kochi,2019-03-11,11,29.35,0.0,-0.234,41.0,6349.6,5
Kochi,2019-03-18,12,31.22,0.0,-0.238,41.3,6337.9,4
Kochi,2019-03-25,13,31.02,6.77,-0.148,41.6,6343.3,4
Kochi,2019-04-01,14,31.28,3.64,-0.178,42.0,6341.4,5
Kochi,2019-04-08,15,29.82,3.49,-0.174,42.5,6345.2,6
Kochi,2019-04-15,16,30.65,3.95,-0.177,43.1,6337.0,7
Kochi,2019-04-22,17,32.98,11.7,-0.127,43.7,6341.0,7
Kochi,2019-04-29,18,32.51,0.0,-0.149,44.5,6344.0,8
Kochi,2019-05-06,19,33.82,12.02,-0.172,45.3,6351.5,7
Kochi,2019-05-13,20,32.58,13.57,-0.131,46.2,6348.1,6
Kochi,2019-05-20,21,33.65,18.28,-0.035,47.1,6346.7,10
Kochi,2019-05-27,22,34.76,10.13,-0.076,48.1,6344.3,10
Kochi,2019-06-03,23,35.95,23.24,-0.077,49.1,6341.1,9
Kochi,2019-06-10,24,34.58,18.76,0.001,50.1,6343.4,11
Kochi,2019-06-17,25,33.73,27.91,0.023,51.1,6352.3,9
Kochi,2019-06-24,26,33.32,30.02,-0.004,52.0,6344.3,12
Kochi,2019-07-01,27,31.48,26.38,0.095,52.9,6341.3,13
Kochi,2019-07-08,28,33.14,40.02,0.138,53.6,6349.6,14
Kochi,2019-07-15,29,32.52,29.47,0.026,54.2,6338.4,13
Kochi,2019-07-22,30,33.54,35.06,0.055,54.6,6347.2,14
Kochi,2019-07-29,31,31.32,39.25,0.158,54.9,6341.6,14
Kochi,2019-08-05,32,33.09,27.66,0.069,55.0,6347.2,24
Kochi,2019-08-12,33,29.34,28.04,0.01,54.9,6342.4,20
Kochi,2019-08-19,34,30.04,27.48,0.122,54.6,6349.4,18
Kochi,2019-08-26,35,29.26,23.24,0.039,54.2,6357.0,24
Kochi,2019-09-02,36,28.78,23.05,0.062,53.6,6346.3,23
Kochi,2019-09-09,37,25.15,17.67,-0.044,52.9,6350.6,16
Kochi,2019-09-16,38,27.11,24.41,-0.039,52.0,6357.1,15
Kochi,2019-09-23,39,26.46,17.05,-0.011,51.1,6342.4,19
Kochi,2019-09-30,40,24.12,14.0,-0.071,50.1,6351.1,16
Kochi,2019-10-07,41,24.81,21.32,0.011,49.1,6352.1,14
Kochi,2019-10-14,42,24.01,12.95,-0.102,48.1,6344.9,8
Kochi,2019-10-21,43,22.65,5.8,-0.075,47.1,6352.8,9
Kochi,2019-10-28,44,21.97,7.93,-0.141,46.2,6350.2,7
Kochi,2019-11-04,45,24.46,4.53,-0.202,45.3,6348.9,8
Kochi,2019-11-11,46,22.24,10.89,-0.106,44.5,6355.7,7
Kochi,2019-11-18,47,23.13,0.0,-0.182,43.7,6350.4,6
Kochi,2019-11-25,48,21.47,0.0,-0.167,43.1,6357.5,5
Kochi,2019-12-02,49,22.52,1.76,-0.194,42.5,6347.5,5
Kochi,2019-12-09,50,22.41,0.0,-0.238,42.0,6357.7,5
Kochi,2019-12-16,51,21.94,4.01,-0.156,41.6,6350.9,4
Kochi,2019-12-23,52,21.67,3.35,-0.169,41.3,6354.0,4
Kochi,2019-12-30,1,22.9,0.0,-0.166,40.0,6354.8,25
Kochi,2020-01-06,2,22.74,0.86,-0.186,40.1,6354.6,4
Kochi,2020-01-13,3,22.35,4.05,-0.199,40.1,6357.8,4
Kochi,2020-01-20,4,25.46,3.66,-0.135,40.1,6359.2,4
Kochi,2020-01-27,5,25.16,10.89,-0.132,40.2,6360.2,2
Kochi,2020-02-03,6,25.79,10.21,-0.073,40.2,6354.9,2
Kochi,2020-02-10,7,25.53,4.1,-0.106,40.3,6355.9,3
Kochi,2020-02-17,8,26.51,0.0,-0.253,40.4,6354.5,3
Kochi,2020-02-24,9,27.54,0.0,-0.26,40.6,6351.3,3
Kochi,2020-03-02,10,28.39,0.0,-0.171,40.8,6353.9,4
Kochi,2020-03-09,11,26.97,2.36,-0.237,41.0,6354.3,5
Kochi,2020-03-16,12,31.49,12.72,-0.12,41.3,6348.9,3
Kochi,2020-03-23,13,31.58,0.0,-0.145,41.6,6350.3,5
Kochi,2020-03-30,14,31.6,1.53,-0.131,42.0,6354.4,6
Kochi,2020-04-06,15,31.25,11.17,-0.174,42.5,6354.6,4
Kochi,2020-04-13,16,32.48,20.4,-0.024,43.1,6361.0,5
Kochi,2020-04-20,17,31.09,3.04,-0.109,43.7,6359.9,9
Kochi,2020-04-27,18,30.96,3.34,-0.179,44.5,6351.9,9
Kochi,2020-05-04,19,32.57,4.9,-0.168,45.3,6353.9,8
Kochi,2020-05-11,20,33.93,16.37,-0.133,46.2,6349.9,8
Kochi,2020-05-18,21,35.5,17.23,-0.031,47.1,6360.3,8
Kochi,2020-05-25,22,33.55,24.53,-0.013,48.1,6358.8,8
Kochi,2020-06-01,23,33.57,17.92,0.005,49.1,6360.7,9
Kochi,2020-06-08,24,34.48,32.01,0.044,50.1,6366.2,10
Kochi,2020-06-15,25,34.78,23.33,0.014,51.1,6357.0,11
Kochi,2020-06-22,26,35.76,29.63,0.062,52.0,6360.3,10
Kochi,2020-06-29,27,34.58,35.96,0.143,52.9,6355.7,11
Kochi,2020-07-06,28,31.86,22.8,0.06,53.6,6358.8,15
Kochi,2020-07-13,29,33.55,37.68,0.08,54.2,6367.5,15
Kochi,2020-07-20,30,33.02,35.23,0.178,54.6,6356.0,18
Kochi,2020-07-27,31,32.21,34.8,0.132,54.9,6355.3,22
Kochi,2020-08-03,32,31.6,30.61,0.072,55.0,6358.5,23
Kochi,2020-08-10,33,29.46,27.59,0.034,54.9,6355.8,19
Kochi,2020-08-17,34,28.59,22.92,-0.062,54.6,6363.5,23
Kochi,2020-08-24,35,27.74,30.75,0.058,54.2,6361.2,24
Kochi,2020-08-31,36,29.49,20.17,-0.042,53.6,6359.2,23
Kochi,2020-09-07,37,26.41,16.97,0.021,52.9,6365.4,14
Kochi,2020-09-14,38,26.41,6.48,-0.084,52.0,6362.2,15
Kochi,2020-09-21,39,26.63,16.12,-0.116,51.1,6357.6,12
Kochi,2020-09-28,40,23.84,7.09,-0.126,50.1,6357.2,14
Kochi,2020-10-05,41,26.23,7.33,-0.118,49.1,6351.4,10
Kochi,2020-10-12,42,22.83,3.83,-0.164,48.1,6358.1,9
Kochi,2020-10-19,43,21.94,6.96,-0.173,47.1,6359.4,9
Kochi,2020-10-26,44,25.83,3.75,-0.176,46.2,6367.0,32
Kochi,2020-11-02,45,21.88,4.53,-0.11,45.3,6361.4,7
Kochi,2020-11-09,46,20.5,0.0,-0.196,44.5,6363.2,8
Kochi,2020-11-16,47,23.57,6.96,-0.121,43.7,6363.5,6
Kochi,2020-11-23,48,21.9,1.8,-0.096,43.1,6376.7,5
Kochi,2020-11-30,49,20.55,1.69,-0.163,42.5,6364.9,5
Kochi,2020-12-07,50,20.18,2.69,-0.201,42.0,6368.1,5
Kochi,2020-12-14,51,21.82,0.0,-0.21,41.6,6365.2,4
Kochi,2020-12-21,52,20.84,0.0,-0.167,41.3,6365.8,4
Kochi,2020-12-28,53,23.81,0.88,-0.154,41.0,6358.3,5
Kochi,2021-01-04,1,22.68,0.0,-0.224,40.0,6359.6,3
Kochi,2021-01-11,2,23.74,5.44,-0.172,40.1,6363.8,2
Kochi,2021-01-18,3,26.01,7.02,-0.176,40.1,6362.1,3
Kochi,2021-01-25,4,23.43,0.0,-0.163,40.1,6372.6,3
Kochi,2021-02-01,5,25.43,2.12,-0.127,40.2,6362.3,3
Kochi,2021-02-08,6,22.95,0.0,-0.2,40.2,6372.3,3
Kochi,2021-02-15,7,27.14,5.3,-0.173,40.3,6365.4,5
Kochi,2021-02-22,8,27.31,0.0,-0.21,40.4,6370.4,3
Kochi,2021-03-01,9,27.55,10.43,-0.17,40.6,6362.6,3
Kochi,2021-03-08,10,27.17,0.0,-0.135,40.8,6361.5,2
Kochi,2021-03-15,11,26.31,2.74,-0.163,41.0,6362.7,4
Kochi,2021-03-22,12,28.49,0.0,-0.182,41.3,6363.9,4
Kochi,2021-03-29,13,30.26,0.0,-0.212,41.6,6368.0,5
Kochi,2021-04-05,14,31.61,2.43,-0.149,42.0,6366.0,5
Kochi,2021-04-12,15,30.5,0.0,-0.177,42.5,6363.1,6
Kochi,2021-04-19,16,32.21,5.94,-0.163,43.1,6362.9,5
Kochi,2021-04-26,17,30.81,6.86,-0.133,43.7,6369.9,6
Kochi,2021-05-03,18,30.63,13.69,-0.083,44.5,6372.2,6
Kochi,2021-05-10,19,31.45,11.0,-0.054,45.3,6376.6,10
Kochi,2021-05-17,20,33.34,13.62,-0.045,46.2,6362.6,6
Kochi,2021-05-24,21,34.62,3.05,-0.098,47.1,6358.2,9
Kochi,2021-05-31,22,32.19,22.26,-0.117,48.1,6367.9,9
Kochi,2021-06-07,23,34.64,18.66,-0.037,49.1,6368.9,9
Kochi,2021-06-14,24,34.83,26.38,0.051,50.1,6371.6,10
Kochi,2021-06-21,25,35.11,34.07,0.067,51.1,6367.3,10
Kochi,2021-06-28,26,33.47,23.37,0.091,52.0,6376.6,11
Kochi,2021-07-05,27,34.21,32.79,0.071,52.9,6373.1,10
Kochi,2021-07-12,28,34.05,34.38,0.114,53.6,6364.1,14
Kochi,2021-07-19,29,32.06,37.02,0.067,54.2,6373.8,19
Kochi,2021-07-26,30,30.76,22.83,0.018,54.6,6369.9,21
Kochi,2021-08-02,31,30.53,29.66,0.023,54.9,6368.2,20
Kochi,2021-08-09,32,31.25,27.05,0.091,55.0,6369.1,21
Kochi,2021-08-16,33,29.37,38.42,0.139,54.9,6377.8,20
Kochi,2021-08-23,34,28.88,17.21,0.037,54.6,6372.4,18
Kochi,2021-08-30,35,27.23,26.05,-0.092,54.2,6377.9,15
Kochi,2021-09-06,36,28.9,30.41,0.075,53.6,6378.1,16
Kochi,2021-09-13,37,26.83,16.58,0.005,52.9,6375.6,22
Kochi,2021-09-20,38,26.83,22.06,-0.023,52.0,6378.9,17
Kochi,2021-09-27,39,27.5,11.81,-0.046,51.1,6362.0,14
Kochi,2021-10-04,40,26.67,6.31,-0.125,50.1,6369.9,14
Kochi,2021-10-11,41,23.79,12.05,-0.155,49.1,6375.6,14
Kochi,2021-10-18,42,22.78,12.25,-0.078,48.1,6375.4,10
Kochi,2021-10-25,43,23.84,13.99,-0.013,47.1,6370.3,8
Kochi,2021-11-01,44,21.27,0.0,-0.177,46.2,6378.0,9
Kochi,2021-11-08,45,21.8,4.58,-0.155,45.3,6381.7,8
Kochi,2021-11-15,46,24.14,0.0,-0.155,44.5,6367.8,5
Kochi,2021-11-22,47,22.89,4.75,-0.17,43.7,6385.0,6
Kochi,2021-11-29,48,23.09,9.97,-0.139,43.1,6373.2,6
Kochi,2021-12-06,49,20.62,0.0,-0.174,42.5,6374.2,4
Kochi,2021-12-13,50,20.69,0.0,-0.248,42.0,6378.1,4
Kochi,2021-12-20,51,22.08,0.0,-0.187,41.6,6387.1,4
Kochi,2021-12-27,52,22.64,12.97,-0.181,41.3,6382.2,4
Kochi,2022-01-03,1,22.92,0.0,-0.142,40.0,6375.7,4
Kochi,2022-01-10,2,24.75,0.98,-0.162,40.1,6376.6,4
Kochi,2022-01-17,3,23.46,5.52,-0.202,40.1,6378.9,3
Kochi,2022-01-24,4,22.61,3.97,-0.148,40.1,6382.9,3
Kochi,2022-01-31,5,25.26,0.0,-0.178,40.2,6374.4,3
Kochi,2022-02-07,6,26.03,0.0,-0.124,40.2,6376.7,4
Kochi,2022-02-14,7,26.24,0.0,-0.195,40.3,6382.4,2
Kochi,2022-02-21,8,26.82,2.03,-0.204,40.4,6380.0,2
Kochi,2022-02-28,9,29.29,0.03,-0.188,40.6,6381.7,4
Kochi,2022-03-07,10,28.48,2.33,-0.228,40.8,6375.5,4
Kochi,2022-03-14,11,27.58,0.0,-0.24,41.0,6377.7,5
Kochi,2022-03-21,12,28.48,8.04,-0.126,41.3,6376.4,5
Kochi,2022-03-28,13,29.63,0.55,-0.186,41.6,6383.0,6
Kochi,2022-04-04,14,29.83,3.82,-0.185,42.0,6384.7,7
Kochi,2022-04-11,15,32.1,14.3,-0.104,42.5,6381.8,6
Kochi,2022-04-18,16,31.67,2.62,-0.141,43.1,6380.5,5
Kochi,2022-04-25,17,31.91,11.68,-0.128,43.7,6382.2,5
Kochi,2022-05-02,18,33.09,21.56,-0.049,44.5,6384.1,7
Kochi,2022-05-09,19,33.73,15.07,-0.031,45.3,6377.0,8
Kochi,2022-05-16,20,32.43,12.24,-0.057,46.2,6390.9,7
Kochi,2022-05-23,21,33.58,7.7,-0.171,47.1,6381.3,7
Kochi,2022-05-30,22,34.55,15.74,-0.047,48.1,6383.0,9
Kochi,2022-06-06,23,34.94,23.24,0.049,49.1,6387.0,10
Kochi,2022-06-13,24,35.08,22.33,-0.036,50.1,6382.6,10
Kochi,2022-06-20,25,31.59,20.97,0.038,51.1,6386.7,11
Kochi,2022-06-27,26,33.5,22.29,0.035,52.0,6387.1,9
Kochi,2022-07-04,27,33.95,27.89,0.05,52.9,6376.4,15
Kochi,2022-07-11,28,33.05,27.98,0.065,53.6,6381.0,15
Kochi,2022-07-18,29,31.06,40.1,0.146,54.2,6392.8,15
Kochi,2022-07-25,30,28.95,44.03,0.175,54.6,6392.9,15
Kochi,2022-08-01,31,32.2,32.08,0.127,54.9,6387.5,17
Kochi,2022-08-08,32,29.33,32.2,0.081,55.0,6392.8,19
Kochi,2022-08-15,33,30.73,43.37,0.151,54.9,6382.0,21
Kochi,2022-08-22,34,28.12,34.57,0.124,54.6,6393.6,23
Kochi,2022-08-29,35,28.19,31.38,0.098,54.2,6385.7,25
Kochi,2022-09-05,36,28.96,22.56,0.038,53.6,6387.4,20
Kochi,2022-09-12,37,26.69,15.99,0.003,52.9,6387.9,22
Kochi,2022-09-19,38,26.39,13.31,-0.012,52.0,6371.5,20
Kochi,2022-09-26,39,24.31,16.59,-0.038,51.1,6394.8,19
Kochi,2022-10-03,40,26.36,17.57,-0.026,50.1,6397.4,18
Kochi,2022-10-10,41,24.97,12.08,-0.054,49.1,6389.9,12
Kochi,2022-10-17,42,23.84,13.6,-0.051,48.1,6388.4,8
Kochi,2022-10-24,43,23.23,7.39,-0.107,47.1,6388.3,8
Kochi,2022-10-31,44,23.93,0.0,-0.202,46.2,6393.7,7
Kochi,2022-11-07,45,22.64,12.79,-0.14,45.3,6395.7,7
Kochi,2022-11-14,46,21.73,1.5,-0.169,44.5,6388.1,7
Kochi,2022-11-21,47,21.18,6.22,-0.146,43.7,6388.8,6
Kochi,2022-11-28,48,22.23,0.0,-0.185,43.1,6379.6,4
Kochi,2022-12-05,49,22.41,2.85,-0.205,42.5,6395.3,6
Kochi,2022-12-12,50,21.82,4.97,-0.181,42.0,6391.4,5
Kochi,2022-12-19,51,21.66,0.0,-0.136,41.6,6386.3,4
Kochi,2022-12-26,52,22.97,0.0,-0.195,41.3,6392.4,5
Kochi,2023-01-02,1,23.85,0.0,-0.218,40.0,6390.0,4
Kochi,2023-01-09,2,23.18,8.58,-0.128,40.1,6386.4,4
Kochi,2023-01-16,3,23.7,9.16,-0.091,40.1,6389.4,4
Kochi,2023-01-23,4,21.13,10.84,-0.153,40.1,6382.5,3
Kochi,2023-01-30,5,23.22,0.0,-0.166,40.2,6394.1,3
